Nome do Campus,Ano de Ingresso,Periodo de Ingresso,Nome do Curso,Tipo do Curso,Modalidade do Curso,Sexo,Renda per Capita,Etnia,Situação do Aluno,Categoria,Área do Curso,Idade de Entrada
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Meio Ambiente,Integrado,Presencial,F,1.25,Amarela,Concluído,2.0,Ciências Agrárias,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Meio Ambiente,Integrado,Presencial,M,2.0,Branca,Concluído,2.0,Ciências Agrárias,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Meio Ambiente,Integrado,Presencial,M,2.0,Branca,Concludente,2.0,Ciências Agrárias,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Meio Ambiente,Integrado,Presencial,F,2.0,Branca,Concluído,2.0,Ciências Agrárias,16
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Meio Ambiente,Integrado,Presencial,M,2.0,Branca,Concluído,2.0,Ciências Agrárias,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Meio Ambiente,Integrado,Presencial,M,2.0,Branca,Concluído,2.0,Ciências Agrárias,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Meio Ambiente,Integrado,Presencial,M,2.75,Parda,Concludente,2.0,Ciências Agrárias,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Meio Ambiente,Integrado,Presencial,F,1.25,Preta,Concluído,2.0,Ciências Agrárias,1
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Meio Ambiente,Integrado,Presencial,F,2.0,Parda,Concluído,2.0,Ciências Agrárias,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Meio Ambiente,Integrado,Presencial,M,2.0,Branca,Concluído,2.0,Ciências Agrárias,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Meio Ambiente,Integrado,Presencial,M,2.0,Parda,Concluído,2.0,Ciências Agrárias,16
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Meio Ambiente,Integrado,Presencial,M,1.25,Preta,Concluído,2.0,Ciências Agrárias,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Meio Ambiente,Integrado,Presencial,M,1.25,Parda,Concluído,2.0,Ciências Agrárias,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Meio Ambiente,Integrado,Presencial,M,1.25,Parda,Concluído,2.0,Ciências Agrárias,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Meio Ambiente,Integrado,Presencial,F,0.75,Parda,Concluído,2.0,Ciências Agrárias,18
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,M,2.0,Branca,Concluído,2.0,Ciências da Saúde,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,M,2.75,Parda,Concluído,2.0,Ciências da Saúde,16
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,F,0.75,Branca,Concluído,2.0,Ciências da Saúde,16
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,M,2.0,Preta,Concludente,2.0,Ciências da Saúde,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,M,2.75,Branca,Concluído,2.0,Ciências da Saúde,16
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,M,1.25,Preta,Concluído,2.0,Ciências da Saúde,17
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,F,1.25,Parda,Concluído,2.0,Ciências da Saúde,16
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,F,0.75,Parda,Concluído,2.0,Ciências da Saúde,16
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,M,1.25,Parda,Concluído,2.0,Ciências da Saúde,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,F,0.75,Preta,Concluído,2.0,Ciências da Saúde,16
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,F,0.75,Parda,Concluído,2.0,Ciências da Saúde,16
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,M,1.25,Preta,Concluído,2.0,Ciências da Saúde,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,F,1.25,Preta,Concluído,2.0,Ciências da Saúde,16
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,M,2.75,Parda,Concluído,2.0,Ciências da Saúde,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,M,0.75,Branca,Concluído,2.0,Ciências da Saúde,16
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,F,2.75,Parda,Concluído,2.0,Ciências da Saúde,16
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,F,0.75,Parda,Concluído,2.0,Ciências da Saúde,16
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,F,0.75,Branca,Concluído,2.0,Ciências da Saúde,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,M,1.25,Branca,Concluído,2.0,Ciências da Saúde,15
Câmpus Águas Lindas,2019,1,Técnico Integrado ao Ensino Médio em Vigilância em Saúde,Integrado,Presencial,M,2.75,Parda,Evasão,1.0,Ciências da Saúde,17
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,M,1.25,Parda,Cancelado,1.0,Ciências da Saúde,44
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Branca,Concluído,2.0,Ciências da Saúde,28
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,2.0,Preta,Trancado,1.0,Ciências da Saúde,18
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,1.25,Amarela,Matriculado,3.0,Ciências da Saúde,32
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,M,2.0,Preta,Concluído,2.0,Ciências da Saúde,40
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,1.25,Branca,Concluído,2.0,Ciências da Saúde,22
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências da Saúde,29
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,M,2.0,Parda,Evasão,1.0,Ciências da Saúde,18
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,1.25,Branca,Evasão,1.0,Ciências da Saúde,29
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Parda,Concluído,2.0,Ciências da Saúde,28
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Parda,Trancado,1.0,Ciências da Saúde,18
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,1.25,Parda,Trancado,1.0,Ciências da Saúde,22
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,1.25,Parda,Matriculado,3.0,Ciências da Saúde,22
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,2.0,Parda,Evasão,1.0,Ciências da Saúde,24
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,1.25,Branca,Concluído,2.0,Ciências da Saúde,31
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Parda,Trancado,1.0,Ciências da Saúde,26
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Parda,Concluído,2.0,Ciências da Saúde,30
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Parda,Concludente,2.0,Ciências da Saúde,33
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,M,2.0,Parda,Trancado,1.0,Ciências da Saúde,24
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Parda,Concluído,2.0,Ciências da Saúde,25
Câmpus Águas Lindas,2019,0,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,M,2.0,Branca,Cancelamento Compulsório,1.0,Ciências da Saúde,19
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,M,0.75,Preta,Trancado,1.0,Ciências Biológicas,19
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,F,1.25,Parda,Trancado,1.0,Ciências Biológicas,20
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,F,1.25,Preta,Formado,2.0,Ciências Biológicas,31
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,F,0.75,Parda,Formado,2.0,Ciências Biológicas,42
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,F,0.75,Preta,Trancado,1.0,Ciências Biológicas,24
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,F,0.75,Branca,Formado,2.0,Ciências Biológicas,19
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,F,2.0,Preta,Formado,2.0,Ciências Biológicas,21
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,F,1.25,Parda,Matriculado,3.0,Ciências Biológicas,22
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,M,2.0,Parda,Matriculado,3.0,Ciências Biológicas,20
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,M,1.25,Indígena,Trancado,1.0,Ciências Biológicas,20
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,M,2.0,Parda,Formado,2.0,Ciências Biológicas,19
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,F,1.25,Parda,Trancado,1.0,Ciências Biológicas,40
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Biológicas,18
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,F,1.25,Branca,Matriculado,3.0,Ciências Biológicas,29
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,F,0.75,Branca,Formado,2.0,Ciências Biológicas,20
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências Biológicas,24
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,F,0.75,Parda,Formado,2.0,Ciências Biológicas,21
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,F,0.75,Preta,Trancado,1.0,Ciências Biológicas,45
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,M,1.25,Branca,Formado,2.0,Ciências Biológicas,30
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,F,0.75,Parda,Formado,2.0,Ciências Biológicas,21
Câmpus Águas Lindas,2020,1,Licenciatura em Ciências Biológicas,Licenciatura,Presencial,M,1.25,Parda,Matriculado,3.0,Ciências Biológicas,18
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,F,0.75,Branca,Evasão,1.0,Ciências da Saúde,15
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências da Saúde,16
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,M,0.75,Preta,Concluído,2.0,Ciências da Saúde,19
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,F,1.25,Branca,Matriculado,3.0,Ciências da Saúde,15
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,M,0.75,Parda,Matriculado,3.0,Ciências da Saúde,15
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,M,0.75,Parda,Estagiario (concludente),2.0,Ciências da Saúde,16
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,F,1.25,Parda,Concluído,2.0,Ciências da Saúde,15
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,M,0.75,Parda,Concluído,2.0,Ciências da Saúde,16
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,M,0.75,Branca,Concluído,2.0,Ciências da Saúde,15
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,F,2.0,Parda,Matriculado,3.0,Ciências da Saúde,15
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,F,0.75,Preta,Concludente,2.0,Ciências da Saúde,15
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,F,0.75,Parda,Concluído,2.0,Ciências da Saúde,17
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,F,1.25,Parda,Matriculado,3.0,Ciências da Saúde,16
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,F,0.75,Preta,Concluído,2.0,Ciências da Saúde,16
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,F,2.0,Parda,Matriculado,3.0,Ciências da Saúde,15
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,F,0.75,Branca,Matriculado,3.0,Ciências da Saúde,15
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,M,0.75,Preta,Matriculado,3.0,Ciências da Saúde,16
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,M,0.75,Parda,Matriculado,3.0,Ciências da Saúde,16
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Análises Clínicas,Integrado,Presencial,F,0.75,Parda,Evasão,1.0,Ciências da Saúde,16
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Preta,Trancado,1.0,Ciências da Saúde,40
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências da Saúde,34
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Preta,Trancado,1.0,Ciências da Saúde,27
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Parda,Cancelamento Compulsório,1.0,Ciências da Saúde,19
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Branca,Evasão,1.0,Ciências da Saúde,43
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Parda,Matriculado,3.0,Ciências da Saúde,43
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,M,0.75,Parda,Evasão,1.0,Ciências da Saúde,42
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Parda,Cancelamento Compulsório,1.0,Ciências da Saúde,30
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,2.75,Parda,Matriculado,3.0,Ciências da Saúde,19
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,2.0,Parda,Matriculado,3.0,Ciências da Saúde,51
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,1.25,Branca,Matriculado,3.0,Ciências da Saúde,26
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,2.0,Branca,Matriculado,3.0,Ciências da Saúde,42
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,1.25,Parda,Matriculado,3.0,Ciências da Saúde,33
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,2.0,Parda,Matriculado,3.0,Ciências da Saúde,31
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,0.75,Branca,Matriculado,3.0,Ciências da Saúde,37
Câmpus Águas Lindas,2020,1,Técnico Integrado ao Ensino Médio em Enfermagem na Modalidade de Educação de Jovens e Adultos,Integrado - EJA,Presencial,F,1.25,Parda,Trancado,1.0,Ciências da Saúde,31
